rua,freq
"RUA SENADOR CARLOS WILSON CAMPOS INFRAERO, EM FRENTE AO PORTAO A2",1
"GOVERNADOR AGAMENON MAGALHAES, SOB O SEMAFORO N. 659",0
"AVENIDA GOV. AGAMENON MAGALHAES, EM FRENTE ENTRADA DO HOSPITAL PORTUGUES",0
"RUA MARIA MENELAU, EM FRENTE A AV. DOIS RIOS",3
"RUA ENGENHEIRO UBALDO GOMES DE MATOS, AO LADO AO N. 115",2
"R. FREI MATIAS TEVIS, AO LADO AO MULTIMAGEM",0
"GOVERNADOR AGAMENON MAGALHAES, AO LADO DA PONTE JOSE DE BARROS LIMA",4
"AVENIDA ENGENHEIRO AGAMENON MAGALHAES MELO, AO LADO PONTE JOSE DE BARROS LIMA",5
"RUA DAS FRONTEIRAS, AO LADO AO N. 100",1
"RUA. DO PAISSANDU, AO LADO AO N. 100",0
"RUA ANTONIO GOMES DE FREITAS, EM FRENTE AO N. 167",0
"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, EM FRENTEAO N. 6318",0
"PRACA MIGUEL DE CERVANTES, EM FRENTE ESPERANCA EMERGENCIA PEDIATRICA",0
"PRACA DO DERBY, EM FRENTE AO N. 229.",0
"RUA ERNESTO DE PAULA SANTOS, SOB O SEMAFORO N. 330",0
"RUA DO PORAO, AO LADO DO N. 220 SENTIDO UNICO",0
"RUA PADRE CARAPUCEIRO, AO LADO AO N. 203",0
"C SANTA RITA, LADO OPOSTO AO N. 376 SENTIDO UNICO",0
"ESTRADA DOS REMEDIOS, LADO OPOSTO AO N. 461",0
"RUA FRANCISCO ALVES, EM FRENTE AO N.624",0
"GUILHERME PINTO, EM FRENTE AO N. 360",0
"AVENIDA PERNAMBUCO , AO LADO AO N. 364",0
"C SANTA RITA, SOB O SEMAFORO N. 582 SENTIDO CIDADE",0
"AVENIDA MARECHAL MASCARENHAS DE MORAES, EM FRENTEAO SEMAFORO N. 288",0
"RUA VINTE E QUATRO DE JUNHO, LADO OPOSTO AO N. 306",0
"AVENIDA LUIZ DE LACERDA, EM FRENTE AO N. 131.",0
"BECO DO MARROQUIM, LADO OPOSTO AO ARMAZEM CORAL SENTIDO UNICO",0
"RUA VINTE DE JULHO, EM FRENTE AO N. 333",0
"AVENIDA VISCONDE DE SUASSUNA, EM FRENTE AO SEMAFORO N. 244",0
"AVENIDA LUIZ DE LACERDA, EM FRENTE AO N. 136",1
"RUA NICOLAU PEREIRA, EM FRENTE AO N. 441",0
"GERVASIO PIRES, AO LADO AO N. 700",0
"PONTE DO LIMOEIRO, SOBRE SENTIDO SUBURBIO/CIDADE",0
"RUA JOSE HIGINO, AO LADO AO N. 171",0
"RUA JEAN EMILE FAVRE, EM FRENTE AO N. 135",0
"CAIS DO APOLO, AREA INTERNA DA PREFEITURA AO N. 925",0
"RUA JOSE DE ALENCAR, EM FRENTE AO N. 755",1
"RUA ALBERTO PAIVA, EM FRENTE AO N. 222",0
"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, SOB O SEMAFORO N. 297",3
"RUA DA PAZ, AO LADO AO N. 91",0
"PRC. MIGUEL DE CERVANTES, EM FRENTE AO ESTACIONAMENTO SANPARK ESPERANCA",0
"RUA DA UNIAO, LADO OPOSTO AO N. 356",1
"RUA DA PALMA, LADO LESTE AO N. 254",0
"RUA DA PALMA, EM FRENTE AO N. 254",0
"RUA DA PALMA, AO LADO AO N. 392",0
"RUA DO SOL, EM FRENTE CORREIOS",1
"RUA JOSE DE ALENCAR, LADO OPOSTO AO N. 670",0
"AVENIDA BEIRA RIO, LADO OPOSTO AO N. 1091",0
"RUA ABDIAS CABRAL DE MOURA, AO LADO AO N. 31",0
"SENADOR JOSE HENRIQUE, EM FRENTE A ESCOLA REITOR JOAO ALFREDO",0
"AVENIDA DANTAS BARRETO, EM FRENTE AO N. 719",0
"DUQUE ESTRADA, EM FRENTE AO N. 249",0
"RUA CORONEL FABRICIANO, LADO OPOSTO AO ATACADO DOS PRESENTES",1
"RUA CORONEL FABRICIANO, LADO OPOSTO AO N.",0
"RUA DA CONCORDIA, EM FRENTE AO N. 581",1
"AVENIDA MARECHAL MASCARENHAS DE MORAES, AO LADO DO HOTEL IBIS",0
"RUA DA CONCORDIA, EM FRENTE AO N. 600",0
"AVENIDA CAXANGA, SOB O SEMAFORO N. 299 SENTIDO SUBURBIO",0
"RUA VASCO DA GAMA, SOB O SEMAFORO N. 066 SENTIDO CIDADE",1
"C SANTA RITA, APOS AO N. 310",0
"RUA DO PORAO, LADO LESTE AO N. 68",0
"AVENIDA PREFEITO ANTONIO PEREIRA, EM FRENTE AO EMBARQUE SUPERIOR",0
"DANTAS BARRETO, EM FRENTE AO BANCO DO BRASIL",0
"AVENIDA MARTINS DE BARROS, EM FRENTE AO N. 593",0
RUA RIBEIRO DE BRITO X RUA VISCONDE DE JEQUITINHONHA,0
"JOSE DE ALENCAR, AO LADO BAR MUSTANG",0
"AVENIDA CELSO FURTADO, LADO OPOSTO AO N. 1910. SENTIDO BOA VIAGEM",0
"RUA JOSE LUIZ DA SILVEIRA BARROS, EM FRENTE AO SEMAFORO N. 711",0
"AVENIDA DANTAS BARRETO, AO LADO AO N. 697",0
"PREFEITO ANTONIO PEREIRA, AO LADO DO PORTAO DE EMBARQUE SENTIDO UNICO",0
"PONTE DUARTE COELHO, SOB O SEMAFORO N. 162",0
"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, SOB O SEMAFORO N. 677 SENTIDO SUBURBIO",0
"RUA CORREGO DO OURO, EM FRENTE AO N. 218",0
"CORREGO DO BARTOLOMEU, APOS AO N. 170",0
"RUA SENADOR CARLOS WILSON CAMPOS INFRAERO, LADO OPOSTO PORTAO A6",0
"AVENIDA PRESIDENTE DUTRA, LADO OPOSTO AO OPOSTO AO SAL E BRASA.",0
"AVENIDA BOA VIAGEM, EM FRENTE AO N. 4364",0
"TRAVESSA PADRE AZEVEDO, AO LADO AO N. 897",0
AVENIDA CAXANGA X COM RUA SAO MATEUS.,0
"CORREGO DO BARTOLOMEU, EM FRENTE AO N. 164",0
"AVENIDA DOIS RIOS, EM FRENTE POLICLINICA PROFESSOR ARNALDO MARQUES",0
"AVENIDA REPUBLICA ARABE UNIDA, DESCIDA DA ALCA DOSHOPPING RIO MAR",0
"AVENIDA REPUBLICA ARABE UNIDA, DESCIDA DA ALCA SENTIDO SHOPPING RIO MAR",0
"RUA SAO MATEUS, SOB O ELEVADO DA AV CAXANGA.",0
"AVENIDA CAXANGA, SOB O SEMAFORO N. 533 SENTIDO CAMARAGIBE",1
"RUA MAMANGUAPE, AO LADO AO N. 159",0
"RUA MAMANGUAPE, EM FRENTE AO N. 48",0
"RUA SAO MIGUEL, LADO OPOSTO AO N. 570",0
"AVENIDA DR JOSE RUFINO, EM FRENTE AO N. 2159",0
"AVENIDA PROFESSOR JOSE DOS ANJOS, SOB O SEMAFORO N. 642, SENTIDO CENTRO",0
"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, SOB AO SEMAFORO N. 677 SENTIDO CIDADE",0
"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, SOB O SEMAFORO N. 677 SENTIDO CIDADE",0
"RUA JOSE DE ALENCAR, LADO OPOSTO AO UNIMED RECIFE",3
"AVENIDA DOM JOAO VI, LADO OPOSTO AO N. 451.",0
"RUA SOARES DE AZEVEDO, EM FRENTE AO N. 144",0
"DOM JOAO VI, LADO OPOSTO AO SHOPPING RECIFE",0
"RUA POTENGY, SOB O SEMAFORO N.564",0
"AVENIDA CONSELHEIRO AGUIAR , SOB O SEMAFORO DE NUMERO 318 SENTIDO UNICO",0
"RUA GUARARAPES INFRAERO, LADO OPOSTO AO EDIFICIO GARAGEM SENTIDO UNICO NUMERO",0
"RUA DR BANDEIRA FILHO, SOB O SEMAFORO N. 173",2
"RUA PAMPULHA, SOBRE O SEMAFORO N. 564",0
"AV. GOVERNADOR AGAMENON MAGALHAES, SOB O SEMAFORON. 173",0
"C SANTA RITA, SOB O SEMAFORO N. 528",0
"AV BEBERIBE SANTA CRUZ FUTEBOL CLUBE, SOB O SEMAFORO N. 664",0
"PRACA MINISTRO SALGADO FILHO, LADO OPOSTO AEROPORTO",0
"RUA DA PALMA, AO LADO AO N. 445",0
"RUA DOS NAVEGANTES, LADO OPOSTO AO N. 1455",0
"RUA DA PALMA, LADO OPOSTO AO N.400",0
"RUA BARAO DE ITAMARACA, LADO OPOSTO AO N. 54B",0
"RUA DA PALMA, AO LADO AO N. 153",0
"AV. DOIS RIOS, APOS O SEMAFORO N. 475. SENTIDO AVRECIFE",0
"ESTRADA DO ARRAIAL, AO LADO DO SEMAFORO 421",1
"AV. DOIS RIOS , ANTES DO SEMAFORO N. 475. SENTIDOSUBURBIO",1
"AV. DOIS RIOS , APOS O SEMAFORO N. 475. SENTIDO AV. RECIFE",0
"RUA. CAPITAO JOSE DA LUZ, LADO OPOSTO AO N. 101",2
"RUA SIRINHAEM, LADO OPOSTO AO N. 149",0
"RUA DA PALMA, AO LADO AO N. 611",0
"AVENIDA PREFEITO ANTONIO PEREIRA, LADO OPOSTO AO ESTACIONAMENTO TIP",0
"RUA SAO JOAO , AO LADO 208",0
"RUA DOM VITAL, EM FRENTE AO MERCADO DE SAO JOSE",0
"RUA MARINO DE MELO BERENGUER, EM FRENTE AO N. 27",0
"FELICIANO GOMES, LADO OPOSTO AO N. 134",1
"PRACA JOAQUIM NABUCO, LADO OPOSTO AO N. B016487",0
"RUA JORNALISTA PAULO BITTENCOURT, AO LADO DO N.33",0
"RUA FREI MATIAS TEVIS, EM FRENTE AO CENTRO ADMINISTRATIVO PEDAGOGICO.",0
"RUA TENENTE DOMINGOS DE BRITO, EM FRENTE AO N. 42",0
"AVENIDA DANTAS BARRETO, EM FRENTE AO N. 1153",2
"RUA DO RANGEL, EM FRENTE AO N. 116",0
"FREI MATIAS TEVIS, LADO OPOSTO MULTIMAGEM",0
"RUA DO RANGEL, LADO OPOSTO AO N. 192",1
"AV BEBERIBE SANTA CRUZ FUTEBOL CLUBE, EM FRENTE AO N. 2475 SENTIDO CIDADE",0
"AVENIDA DEZESSETE DE AGOSTO, SOB AO SEMAFORO N. 251",0
"AVENIDA DEZESSETE DE AGOSTO, SOB SENTIDO OESTE",0
"AVENIDA DR JOSE RUFINO, EM FRENTE 2593",0
"RUA JORGE DE LIMA, EM FRENTE 245",0
"RUA DA BAIXA VERDE, AO LADO DO N. 431",0
"RUA DO APOLO, LADO OPOSTO AO N. 146",1
"RUA MANOEL CAVALCANTE BEZERRA, LADO OPOSTO AO POSTE N. H019486",0
"RUA DO APOLO, LADO OPOSTO 202",0
"AV. DR JOSE RUFINO, EM FRENTE AO N. 2593",0
"RUA DA CONCORDIA, LADO OPOSTO AO N.153",0
"PONTE SEIS DE MARCO, SOB O SEMAFORO N. 209",0
"GOMES PACHECO, EM FRENTE AO N. 276",0
"RUA TOBIAS BARRETO, AO LADO AO N. 353",1
"RUA DA CONCORDIA, LADO OPOSTO AO N. 312",1
"RUA IMPERADOR DOM PEDRO II, APOS O N. 512",3
"RUA ESTREITA DO ROSARIO , EM FRENTE A PRACA DEZESSETE",0
"RUA VIDAL DE NEGREIROS, EM FRENTE AO N. 89",0
"RUA CORONEL FABRICIANO, AO LADO ATACADO DOS PRESENTES",0
"RUA PIAUI, LADO OPOSTO AO N. 2388",2
RUA MAJOR CHAGAS DE OLIVEIRA X COM AV. DR. JOSE RUFINO.,0
"AVENIDA GOVERNADOR AGAMENON MAGALHAES, EM FRENTE AO PONTILHAO DA RUA AMELIA",0
AVENIDA DR JOSE RUFINO X COM A RUA MAJ. CHAGAS DEOLIVEIRA.,0
"RUA PADRE ANCHIETA, EM FRENTE AO N. 426",0
AVENIDA DR JOSE RUFINO X COM A RUA MAJOR CHAGAS DE OLIVEIRA.,1
"AVENIDA REPUBLICA DO LIBANO, EM FRENTE AO SHOPPING RIO MAR",0
"PONTE GOVERNADOR PAULO GUERRA, SENTIDO CIDADE/SUBURBIO .",1
"RUA NOGUEIRA DE SOUZA, AO LADO DO CALDINHO DO NENEN",0
"RUA ANTONIO PEDRO DE FIGUEIREDO, LADO OPOSTO AO N. 98",0
"RUA DA SOLEDADE, EM FRENTE IGREJA DA SOLEDADE",0
"AVENIDA CONSELHEIRO ROSA E SILVA, LADO OPOSTO AO ESTADIO DOS AFLITOS",0
"PREFEITO ANTONIO PEREIRA, EM FRENTE AO PORTAO DE EMBARQUE DO TIP",1
"RUA PREFEITO ANTONIO PEREIRA, EM FRENTE AO PORTAODE EMBARQUE DO TIP",1
"RUA DONA ANA XAVIER, AO LADO DO ATACADAO CASA AMARELA",0
"AVENIDA CONSELHEIRO ROSA E SILVA, EM FRENTE AO SEMAFORO N. 309",0
"RUA DO ESPINHEIRO, AO LADO DO HOSPITAL DOS SERVIDORES DO ESTADO",0
"RUA DA MOEDA, EM FRENTE AO N. 50",2
"C SANTA RITA, LADO OPOSTO AO N. 376",0
"C SANTA RITA, LADO OPOSTO AO N. 328",0
"AVENIDA ALFREDO LISBOA, LADO OPOSTO ARMAZEM FRIGORIFICO",0
"TRAVESSA DO AMORIM, AO LADO AO N. 66",0
"AVENIDA DANTAS BARRETO, EM FRENTE AO N. 977",0
"RUA JOAO FERNANDES VIEIRA, AO LADO DO N.675",0
"C SANTA RITA, LADO OPOSTO AO N. 47",0
"REAL DA TORRE, EM FRENTE AO N. 1741",2
"C DA ALFANDEGA, AO LADO PACO ALFANDEGA",2
"AVENIDA DANTAS BARRETO, AO LADO DO N. 1021",0
"RUA IRENE RAMOS GOMES DE MATTOS, AO LADO AO N. 130",0
"RUA PAULA BATISTA, AO LADO DO N. 411",0
"C DA ALFANDEGA, EM FRENTE A IGREJA DA MADRE DE DEUS",0
"BECO DO MARROQUIM, AO LADO AO N. 130",2
"RUA REAL DA TORRE, EM FRENTE AO N. 1741 SENTIDO UNICO",1
"RUA DO GIRIQUITI, EM FRENTE AO N. 155",1
"RUA BARAO DE SOUZA LEAO, EM FRENTE AO N. 565",0
"AVENIDA MARQUES DE OLINDA, LADO OPOSTO AO N. 182",2
"AVENIDA DEZESSETE DE AGOSTO, EM FRENTE AO N. 2282",0
"RUA SIDERAL, EM FRENTE AO N. 559",0
"RUA SIDERAL, EM FRENTE AO N. 131",0
"RUA SIDERAL, EM FRENTE AO N. 268",0
"RUA SIDERAL, EM FRENTE AO N. 140",0
"RUA RIO AMAZONAS, EM FRENTE LOJA ANDRE CHAVEIRO",0
"RUA DO GIRIQUITI, AO LADO AO SHOPPING BOA VISTA",0
"RUA SATURNINO MEIRELES, LADO OPOSTO AO N. 51",1
"RUA ARISTIDES LOBO, SOBRE PRACA ALEIXO DE OLIVEIRA",0
"RUA PADRE LEMOS, AO LADO AO N. 198",0
"RUA TOBIAS BARRETO, EM FRENTE AO N. 147",0
"AVENIDA MARECHAL MASCARENHAS DE MORAES, SOB AO SEMAFORO N. 532",0
"AVENIDA DANTAS BARRETO, AO LADO AO N. 785",0
"AVENIDA DANTAS BARRETO, LADO OPOSTO AO N. 653",0
"RUA CHA DE ALEGRIA, EM FRENTE AO N. 219",3
"AVENIDA CAXANGA, EM FRENTE AO N. 642 SENTIDO CAMARAGIBE",0
"RUA JOSE DE ALENCAR, LADO OPOSTO AO UNIMED",2
"AVENIDA GOVERNADOR AGAMENON MAGALHAES, EM FRENTE 1286 DO NUMERO 1286 ATE A UPE",0
"RUA EXP FRANCISCO VITORIANO, AO LADO AO N. 27",0
"RUA BARAO DE SOUZA LEAO, EM FRENTE AO N.1000",0
"RUA EXP FRANCISCO VITORIANO, AO LADO AO POSTE N. H 01986",0
"RUA VIDAL DE NEGREIROS, LADO OPOSTO AO N.43",0
"RUA VIDAL DE NEGREIROS, AO LADO AO N.126",0
"RUA VIDAL DE NEGREIROS, AO LADO AO N. 177",0
"AVENIDA PRESIDENTE DUTRA, SOB AO SEMAFORO N. 393 SENTIDO CIDADE/SUBURBIO",0
"RUA DO JARDIM, LADO OPOSTO AO N. 140",0
"RUA ANTONIO HENRIQUE, LADO OPOSTO AO N. 92",0
"RUA PEDRO PAES DE MENDONCA, EM FRENTE AO N. 200",2
"RUA PADRE LEMOS, EM FRENTE AO N. 32 SENTIDO AV. NORTE",3
"RUA PADRE LEMOS, EM FRENTE AO N. 32 .SENTIDO AV.NORTE.",0
"RUA DOM VITAL, EM FRENTE AO MERCADO DE SAO JOSE.",0
"RUA VIDAL DE NEGREIROS, EM FRENTE AO N. 54",0
"RUA VIDAL DE NEGREIROS, AO LADO AO N. 248",0
"RUA VIDAL DE NEGREIROS, AO LADO DO N. 155",0
"R. FELICIANO GOMES, AO LADO 162",0
"RUA PADRE LEMOS, APOS O N. 32 SENTIDO AV. NORTE",0
"RUA PADRE LEMOS, EM FRENTE AO N. 78 SENTIDO AV.NORTE.",0
"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, EM FRENTE AO BUGAN",0
"LARGO DA ENCRUZILHADA, AO LADO DO MERCADO DA ENCRUZILHADA",1
"RUA PADRE LEMOS, EM FRENTE AO N. 94 SENTIDO AV. NORTE",6
"LARGO DA ENCRUZILHADA, AO LADO DO MERCADO DA ENCRUZILHADA AO N. 110",0
"RUA RORAIMA, EM FRENTE AO N. 248",0
"RUA REAL DA TORRE, EM FRENTE AO N. 450",0
"RUA PADRE LEMOS, APOS O N. 32,SENTIDO AV. NORTE",0
"RUA DA SAUDADE, EM FRENTE AO N. 89",0
"PRACA DO DERBY, LADO OPOSTO A UP IMAGEM",0
"RUA SETUBAL, SOB AO SEMAFORO N. 060. SENTINDO SUBURBIO/CIDADE",0
"RUA JORNALISTA PAULO BITTENCOURT, AO LADO DO N. 241 A",0
"RUA EXP FRANCISCO VITORIANO, AO LADO AO N. 30",0
"RUA DOS NAVEGANTES, AO LADO DO EDIFICIO SAHARA",0
"AVENIDA DANTAS BARRETO, LADO OPOSTO CENTER DOCES",0
"RUA SENADOR CARLOS WI. CAMPOS INFRAERO, LADO OPOSTO DESEMBARQUE A4 AEROPORTO",0
"RUA SENADOR CARLOS WILSON CAMPOS INFRAERO, EM FRENTE DO AEROPORTO DO RECIFE",0
"RUA VINTE E QUATRO DE MAIO, AO LADO AO N. 373",0
AVENIDA GENERAL SAN MARTIN X RUA DR GOMES PORTO,5
"RUA DO RIACHUELO, EM FRENTE AO N. 90",0
"RUA DA PALMA, LADO OPOSTO AO N. 448",0
"RUA DO NOQUEIRA, AO LADO AO N. 225",0
"AVENIDA DANTAS BARRETO, LADO OPOSTO AO N. 1020",0
RUA SERRA CAIADA X AV PERNAMBUCO,0
"AVENIDA BEBERIBE, EM FRENTE AO NUMERO 2107 SENTIDO SUBURBIO/CIDADE",0
"AVENIDA BEBERIBE , EM FRENTE AO NUMERO 2041 SENTIDO SUBURBIO/CIDADE",0
"RUA ENGENHEIRO UBALDO GOMES DE MATOS, APOS AO N. 36",0
"RUA VIDAL DE NEGREIROS, LADO OPOSTO AO N. 192",0
"RUA ZEFERINO AGRA , EM FRENTE AO COLEGIO ADVENTISTA SENTIDO CIDADE/SUBURBIO",0
"AVENIDA CONSELHEIRO AGUIAR, EM FRENTE AO N. 4869",0
"RUA PADRE LEMOS, EM FRENTE AO N. 94 ,SENTIDO AV.NORTE",0
"RUA DA CONCORDIA, AO LADO AO N. 527",0
"RUA ERNESTO DE PAULA SANTOS, EM FRENTE AO N. 75",0
"RUA PADRE LEMOS, APOS AO N. 30, SENTIDO AV.NORTE.",0
"RUA DAS PERNAMBUCANAS , EM FRENTE AO NUMERO 112 SENTIDO CIDADE/SUBURBIO",0
"RUA DOS NAVEGANTES, LADO OPOSTO AO N. 819",1
"RUA PADRE LEMOS, EM FRENTE AO N. 94,SENTIDO AV. NORTE",0
"RUA DO FUTURO, EM FRENTE AO N. 564",0
AVENIDA GENERAL SAN MARTIN X RUA SAO MATEUS,0
"RUA PADRE LEMOS, EM FRENTE AO N. 58 SENTIDO AV. NORTE",1
"AVENIDA REPUBLICA ARABE UNIDA, EM FRENTE AO SHOPPING RIO MAR",6
"AVENIDA GENERAL SAN MARTIN, AO LADO A ROTATORIA DE SAN MARTIN",0
"AVENIDA DANTAS BARRETO, EM FRENTE AO N. 498.",1
"GENERAL SAN MARTIN, LADO OPOSTO ROTATORIA DE SAN MARTIN",0
"AVENIDA GENERAL SAN MARTIN, PROXIMO RUA DR GOMES PORTO",0
"AVENIDA DR JOSE RUFINO, EM FRENTE AO N. 2579",0
PEDRO ALLAIN X RUA XAVANTES,0
"AVENIDA VEREADOR OTACILIO AZEVEDO, LADO OPOSTO MERCADO PUBLICO NOVA DESCOBERTA",0
"AVENIDA MARECHAL MASCARENHAS DE MORAES, LADO OPOSTO UPA",0
"DES LULA CARDOSO AYRES ELEVADO NA INFRAERO, AO LADO DO PORTAO B3 SENTIDO UNICO",0
AVENIDA PEDRO ALLAIN X RUA PADRE LEMOS,0
"AVENIDA PREFEITO ANTONIO PEREIRA, AO LADO PORTAO EMBARQUE/DESEMBARQUE",0
"R. DES LULA CARDOSO AYRES , AO LADO DO PORTAO B3 SENTIDO UNICO",0
"RUA RIBEIRO DE BRITO, EM FRENTE AO N. 928",0
"RUA PADRE LEMOS, APOS AO N. 30",0
"RUA JULIO RAMOS, EM FRENTE AO N. 51",0
"AVENIDA GENERAL SAN MARTIN, AO LADO AO N. 23",0
RUA SAO MATEUS X AV CAXANGA,9
"RUA PADRE LEMOS, EM FRENTE AO N. 26 SENTIDO AV. NORTE",0
RUA JOAO RAMOS X RUA AMELIA,0
"RUA JORNALISTA PAULO BITTENCOURT, AO LADO DO HR",0
"AVENIDA PERNAMBUCO, AO LADO SALGATERIA JORDAO",0
"AVENIDA GOVERNADOR AGAMENON MAGALHAES, SOB AO SEMAFORO N. 037",1
"RUA COSME VIANA, SOB O SEMAFORO N. 420",0
"AVENIDA DR JOSE RUFINO, SOB O SEMAFORO N. 391",0
"AVENIDA CAXANGA, EM FRENTE AO CAXANGA GOLF E COUNTRY CLUB.",0
"AVENIDA CAXANGA, LADO OPOSTO AO N. 4501.",0
"AVENIDA CELSO FURTADO, AO LADO DA RADIO PINA DA MARINHA",1
"AVENIDA CAXANGA, EM FRENTE AO CAXANGA GOLF COUNTRY CLUB.",0
"RUA DES LULA CARDOSO AYRES ELEVADO NA INFRAERO, AO LADO PORTAO A2",0
"RUA SENADOR CARLOS WILSON CAMPOS INFRAERO, AO LADO PORTAO A3",0
"AVENIDA ENGENHEIRO ABDIAS DE CARVALHO, EM FRENTE AO N. 292A",1
"RUA VINTE E UM DE ABRIL, EM FRENTE SUPRAGASBRAS",0
"RUA DE SAO JORGE, EM FRENTE A TORRE MALAKOFF E A CAPITANIA DOS PORTOS",0
"RUA DESEMBARGADOR JOAO PAES, SOB AO SEMAFORO N. 567",1
"RUA DA CONCORDIA, SOB O SEMAFORO N. 408",0
"AVENIDA PRESIDENTE DUTRA, LADO OPOSTO AO N. 452",0
"RUA MISSIONARIO JOEL CARLSON, EM FRENTE AO N. 1300",0
RUA NAZARE X COM A AV.BEBERIBE,0
"RUA JEAN EMILE FAVRE, AO LADO AO SUPERMERCADO QUALIPRECO",0
"RUA PINTOR LULA CARDOSO AYRES, AO LADO AO N. 3196",0
"AVENIDA CAXANGA, EM FRENTE AO SEMAFORO N. 281 SENTIDO CIDADE SUBURBIO",0
"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, EM FRENTEAO N. 7716",0
"RUA REAL DA TORRE, AO LADO AO N. 637",0
"RUA GUABIRABA, AO LADO ECO POSTO ECO POSTO",0
"AV. VISCONDE DE JEQUITINHONHA, SOB O SEMAFORO N. 129",0
"AVENIDA SUL, SOB O SEMAFORO N. 76",0
RUA GENERAL SALGADO X COM A RUA JOSE HIPOLITO CARDOSO,0
"RUA PADRE BERNADINO PESSOA, EDIFICIO KALUANDA AO N. 395",0
"RUA ANTONIO FALCAO, AO LADO AO N. 821",0
"RUA DO OBSERVATORIO, EM FRENTE AO POSTE N. B017900",1
"RUA MARIO DOMINGUES, AO LADO AO N. 152",0
"RUA DONA ANA XAVIER, AO LADO DO ATACADAO",1
"PRACA MINISTRO SALGADO FILHO, LADO OPOSTO AO AEROPORTO",1
"AVENIDA JOAO DE BARROS, SOB O SEMAFORO N.356",0
"RUA JOSE DE ALENCAR, AO LADO AO N. 44-A",0
"RUA DA SANTA CRUZ, EM FRENTE AO N. 158",0
"TRAVESSA DO AMORIM, AO LADO DO N. 71",0
"PEDRO AMERICO GALVAO, AO LADO AO N. 1196",0
"RUA SOLIDONIO LEITE, AO LADO AO N. 1756",0
"RUA PINHAL, EM FRENTE AO N. 239",0
"RUA JOSE DA SILVA LUCENA, AO LADO AO N. 131",18
"AVENIDA BOA VIAGEM, AO LADO AO N. 5426",1
"RUA MONSENHOR TABOSA, EM FRENTE AO N. 39",0
"RUA JOSE DE ALENCAR, LADO OPOSTO HOSPITAL DA UNIMED III",1
"AVENIDA RUI BARBOSA, EM FRENTE AO COLEGIO NUCLEO",0
"RUA VASCO DA GAMA, EM FRENTE AO NUMERO 786 SENTIDO CIDADE/SUBURBIO",0
"RUA GERVASIO PIRES, EM FRENTE AO N. 693",0
"RUA SERRA CAIADA, EM FRENTE AO 36 A AV. PERNAMBUCO",0
"RUA NICOLAU PEREIRA, AO LADO DO N. 21.",0
"RUA SYLO BITTENCOURT, EM FRENTE AO N. 138",0
"RUA JOAO FERNANDES VIEIRA, EM FRENTE AO N. 489 AON. 405",2
"AVENIDA DOIS RIOS, EM FRENTE AO SUPERMERCADO SEVEBEM",0
"AVENIDA PERNAMBUCO, EM FRENTE AO N. 154",1
"RUA SERRA CAIADA, EM FRENTE AO N. 60",0
"AVENIDA ENGENHEIRO ABDIAS DE CARVALHO, LADO OPOSTO AO N. 2860",0
"ENGENHEIRO DOMINGOS FERREIRA, SOB O SEMAFORO N. 200",0
"PREFEITO ANTONIO PEREIRA, SOBRE ELEVADO DE DESEMBARQUE DO TIP",0
"RUA JOAO FERNANDES VIEIRA, EM FRENTE AO N. 489 AON.405",0
"RUA SERRA CAIADA, DO N. 60 A AV. PERNAMBUCO",0
"AVENIDA DANTAS BARRETO, LADO OPOSTO AO N. 909 SENTIDO UNICO",0
"RUA DOS NAVEGANTES, EM FRENTE EM FRENTE AO N. 4820",0
"AVENIDA GOVERNADOR AGAMENON MAGALHAES, SOB O SEMAFORO N. 075 SENT. BOA VIAGEM",1
"RUA DA SOLEDADE, SOB O SEMAFORO N. 222",1
"AVENIDA DANTAS BARRETO, LADO OPOSTO AO N. 1073 SENTIDO SUBURBIO CIDADE",2
"RUA DES LULA CARDOSO AYRES ELEVADO NA INFRAERO, E/F PORTAO B5 AERO. DO RECIFE",0
"RUA GERVASIO PIRES, AO LADO AO N. 348",0
"PRACA GENERAL CARLOS PINTO, AO LADO DO MERCADO PUBLICO DE AFOGADOS",0
"RUA FRANCISCO ALVES, LADO OPOSTO A OTICA DINIZ",0
"AV. MARECHAL MASCARENHAS DE MORAES, ENTRE OS N. 2471 E 2381, SENTIDO CENTRO",2
"AVENIDA DOIS RIOS, EM FRENTE A LOJA OTICA MAXIMUM",0
"PRC. MIGUEL DE CERVANTES, LADO OPOSTO A EMERGENCIA PEDIATRICA HOSP. ESPERANCA",0
"RUA JORGE COUCEIRO DA COSTA EIRAS, AO LADO BRASPAO",2
"AVENIDA DOIS RIOS, EM FRENTE AO N. 789 C",0
"ENGENHEIRO DOMINGOS FERREIRA, EM FRENTE AO SEMAFORO N. 200.",1
"AVENIDA DANTAS BARRETO, SOB O SEMAFORO N. 384 SENTIDO CIDADE SUBURBIO",0
"RUA ALTO DO RESERVATORIO, EM FRENTE AO N. 875",1
"AVENIDA BOA VIAGEM, EM FRENTE PARQUE DONA LINDU SENTIDO CIDADE",0
