rua,freq
"AVENIDA CONSELHEIRO AGUIAR, EM FRENTE AO NUMERO 4834",0
"RUA DAS FRONTEIRAS, LADO OPOSTO AO ESTACIONAMENTOSAN PARK",2
"AVENIDA CAXANGA, DO NUMERO 232 AO N. 94",0
"R. SENADOR JOSE HENRIQUE, EM FRENTE AO N. 224",29
"AVENIDA BOA VIAGEM, AO LADO AO N. 4040",0
"TRAVESSA DO FORTE, AO LADO AO N. 63",0
"RUA DOS NAVEGANTES, LADO OPOSTO AO N. 93",0
"RUA. DO PAISSANDU, LADO OPOSTO AO N. 381",10
"RUA BRUNO VELOSO, EM FRENTE AO N. 60",0
"RUA PAISSANDU, LADO OPOSTO AO N. 219",0
"AVENIDA BOA VIAGEM, EM FRENTE AO N. 618",5
"RUA DOS COELHOS, LADO OPOSTO AO N. 68",0
"R. JORNALISTA TRAJANO CHACON, LADO OPOSTO AO N. 314",5
"RUA. HENRIQUE DIAS, EM FRENTE N. 70",0
"RUA DOM BOSCO, EM FRENTE AO N. 1054",0
"PRACA GENERAL CARLOS PINTO, LADO OPOSTO DA PRACA",0
"RUA JENER DE SOUZA, SOB O SEMAFORO N. 040",7
"RUA PAISSANDU, SOB O SEMAFORO N. 069",6
"AVENIDA CRUZ CABUGA, SOB O SEMAFORO N. 202. SENTIDO SUBURBIO",1
"PRACA DO DERBY, EM FRENTE AO N. 109 SENTIDO SUBURBIO",1
"AVENIDA BOA VIAGEM, LADO OPOSTO AO N. 2764",0
"AVENIDA CONSELHEIRO AGUIAR, EM FRENTE PADARIA DIPLOMATA",0
"RUA CAPITAO REBELINHO, EM FRENTE AO N. 749B",1
"RUA SENADOR CARLOS WILSON CAMPOS INFRAERO, LADO OPOSTO POTAO DE DESEMBARQUE A4 DO AEROPORTO DO RECIF",0
"PRACA DO DERBY, LADO OPOSTO AO N. 177",3
"RUA JORNALISTA PAULO BITTENCOURT, AO LADO AO N. 31",13
"R. DR. JOAO SANTOS FILHO, EM FRENTE AO N.255",1
"RUA VINTE E QUATRO DE MAIO, EM FRENTE AO N. 64 SENTIDO UNICO",2
"AVENIDA GOVERNADOR AGAMENON MAGALHAES, EM FRENTE AO SEMAFORO N. 068",8
"RUA VINTE E QUATRO DE MAIO, EM FRENTE AO N. 22 SENTIDO UNICO",3
"RUA DAS FRONTEIRAS, LADO OPOSTO 2291",0
"ESTRADA DOS REMEDIOS, LADO OPOSTO A LOJAS AREIA BRANCA",0
"AVENIDA MARECHAL MASCARENHAS DE MORAES, EM FRENTEAO N. 5803",2
"AVENIDA MARECHAL MASCARENHAS DE MORAES, EM FRENTEA LOCALIZA",1
"RUA DR JOAO SANTOS FILHO, LADO OPOSTO AO N. 10A",0
"PRACA MIGUEL DE CERVANTES, APOS AO N. 75 SENTIDO CIDADE",0
"RUA BIONE, CRUZAMENTO COM RUA DO BRUM.",0
"PRACA PROFESSOR FLEMING, LADO OPOSTO AO N. 115",4
"PRACA DO DERBY, EM FRENTE AO N. 109.",3
"RUA DO FUTURO, EM FRENTE AO N. 391",2
"RUA ONZE DE AGOSTO, EM FRENTE AO N. 95",0
"RUA TOBIAS BARRETO, EM FRENTE AO N. 404 SENTIDO UNICO",1
"RUA FREI MATIAS TEVIS, LADO OPOSTO AO POSTE N. B023909 SENTIDO UNICO",1
"RUA TOBIAS BARRETO, EM FRENTE AO N. 354 SENTIDO UNICO",3
"RUA TOME GIBSON, LADO OPOSTO AO N. 355",0
"RUA BIONE, CRUZAMENTO RUA DO BRUM.",1
"RUA PAULINO DE ANDRADE, LADO OPOSTO AO CENTRO ADMINISTRATIVO DA UNIMED",0
"RUA PAULINO DE ANDRADE, LADO OPOSTO A UNIMED, CENTRO ADMINISTRATIVO.",0
"C SANTA RITA, EM FRENTE SESC",0
"AVENIDA CAXANGA, SOB O SEMAFORO N. 515",0
"RUA DA CONCORDIA, LADO OPOSTO AO N. 278 SENTIDO UNICO",6
"PRACA MINISTRO SALGADO FILHO, LADO OPOSTO AO EDIFICIO DO AEROPORTO",9
"AVENIDA MARECHAL MASCARENHAS DE MORAES, EM FRENTEAO 5803",0
"RUA AFONSO BATISTA, AO LADO DA CAPOTARIA CABUGA",0
"RUA MARQUES DO HERVAL, LADO OPOSTO AO N. 215 SENTIDO UNICO",19
"RUA DO VEIGA, EM FRENTE AO N.600",0
"RUA PAULINO DE ANDRADE, EM FRENTE A UNIMED, CENTRO DE ADMINISTRATIVO.",0
"RUA ELVIRA CARREIRA DE OLIVEIRA, LADO OPOSTO AO N. 46 SENTIDO UNICO",8
"RUA DO FORTE, LADO OPOSTO AO N. 70",2
"RUA DO VEIGA, EM FRENTE AO N. 213",0
"AVENIDA MARECHAL MASCARENHAS DE MORAES, EM FRENTEEM FRENTE AO 5803",0
"RUA DESEMBARGADOR JOSE PAES DE ANDRADE, EM FRENTEAO POSTE N. H047547",0
"AVENIDA CRUZ CABUGA, SOB O SEMAFORO N. 202",8
"BECO DO MARROQUIM, AO LADO DO ARMAZEM CORAL DO ARMAZEM CORAL",0
"RUA LEONARDO BEZERRA CAVALCANTE, SOB O SEMAFORO N. 485",6
"RUA FREI MATIAS TEVIS, LADO OPOSTO AO HOSPITAL ALBERT EINSTEIN",0
"BECO DO MARROQUIM, AO LADO DO ARMAZEM CORAL",3
"RUA IGARASSU, SOB O SEMAFORO N. 485",2
"RUA DO HOSPICIO, SOB O SEMAFORO N. 032",9
"RUA DESEMBARGADOR JOSE PAES DE ANDRADE, LADO OPOSTO HOTEL IMPERIAL SUITES",3
"RUA EXP FRANCISCO VITORIANO, EM FRENTE AO N. 30 SENTIDO CIDADE",0
"AVENIDA MARECHAL MASCARENHAS DE MORAES, SOB O SEMAFORO N. 386, SENTIDO CIDADE",1
"ESTRADA DO ARRAIAL, AO LADO DO MERCADO PUBLICO DECASA AMARELA",25
"ESTRADA DO ARRAIAL, AO LADO DO N. 3014",0
"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, SOB O SEMAFORO N. 643",4
"C DO APOLO, EM FRENTE AO N. 925",34
"RUA DO BRUM, EM FRENTE AO N. 216",2
"AVENIDA GOVERNADOR AGAMENON MAGALHAES, EM FRENTE AO SEMAFORO N. 173",0
"RUA PRINCESA ISABEL, SOB O SEMAFORO N. 168",5
"RUA DES LULA CARDOSO AYRES ELEVADO NA INFRAERO, AO LADO DO PORTAO DE EMBARQUE B3 AEROPORTO DO RECIFE",2
"AVENIDA CRUZ CABUGA, SOB O SEMAFORO N. 627 SENTIDO OLINDA",0
"RUA DO ARAGAO, EM FRENTE AO N. 37",2
"AVENIDA MARECHAL MASCARENHAS DE MORAES, EM FRENTEAO SHOPPING DO AUTOMOVEL",0
"AVENIDA MARECHAL MASCARENHAS DE MORAES, SOB O SEMAFORO N. 386",2
"RUA ROSARIO DA BOA VISTA, EM FRENTE AO N. 40",1
"AVENIDA SUL, DO SEMAFORO 260 ATE O SEMAFORO 320",0
"AVENIDA MANOEL BORBA, EM FRENTE AO SEMAFORO N. 99",0
"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, EM FRENTE AO SUPERMERCADO RECIBOM",0
"RUA VINTE E QUATRO DE MAIO, EM FRENTE  AO N. 80",0
"AVENIDA GOVERNADOR AGAMENON MAGALHAES, SOB O SEMAFORO NUMERO 173. SENTIDO SUL.",0
"AV. HERCULANO BANDEIRA, SEMAFORO 137, Faixa: 2",107
"RUA EXP FRANCISCO VITORIANO, EM FRENTE AO N. 40",0
"RUA DA PALMA, EM FRENTE AO SEMAFORO N. 401",0
"RUA DOIS DE JULHO, AO LADO MIX MATEUS ATACADISTA",0
"PRACA DOM VITAL, EM FRENTE ENTRADA DO MERCADO DE SAO JOSE",6
"PRACA DOM VITAL, EM FRENTE AO MERCADO SAO JOSE.",2
"AVENIDA DOM JOAO VI, LADO OPOSTO SHOPPING RECIFE",15
"AVENIDA ENGENHO SERRA VERDE, AO LADO AO N. 400",0
"RUA TOBIAS BARRETO, EM FRENTE AO N. 404",6
"AVENIDA SANTOS DUMONT, SOB O SEMAFORO N. 081",0
"RUA DO RANGEL, EM FRENTE AO N. 140",7
"AVENIDA PERNAMBUCO, LADO OPOSTO AO N. 45",0
"RUA DO RANGEL, LADO OPOSTO AO N. 113",4
"RUA DA CONCEICAO, EM FRENTE AO N. 100",0
"RUA DA BAIXA VERDE, EM FRENTE AO N. 409.",1
"RUA DA CONCEICAO, EM FRENTE AO N. 106",0
"RUA DES LULA CARDOSO AYRES ELEVADO NA INFRAERO, AO LADO DO PORTAO DE EMBARQUE B2 DO AEROPORTO",0
"RUA DA CONCORDIA, LADO OPOSTO AO N. 278",21
"RUA DA PRAIA, AO LADO DA LOJA NARCISO.",1
"AVENIDA DOIS RIOS, EM FRENTE AO N. 1051",0
"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, EM FRENTEAO N. 4861",3
"RUA BARAO DE SOUZA LEAO, EM FRENTE AO N. 470",5
"RUA DA PRAIA, LADO OPOSTO AO N. 93.",0
"RUA DOM MANOEL DA COSTA, EM FRENTE AO N. 528",77
"RUA MARQUES DO HERVAL, LADO OPOSTO  AO N. 215 A",0
"RUA MARQUES DO HERVAL, LADO OPOSTO AO N. 215",37
"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, SOB O SEMAFORO N. 676",4
"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, APOS AO N. 6888",0
"RUA DA PRAIA, EM FRENTE AO N. 125",6
"RUA DA CONCORDIA, EM FRENTE TKT AO N. 249",0
"RUA DA CONCORDIA, LADO OPOSTO AO N. 190",10
"RUA CAMBUCA, EM FRENTE PARADA DE ONIBUS NUMERO 040079",0
"RUA BARAO DE SOUZA LEAO, EM FRENTE AO N. 1000",3
"RUA DO POMBAL, EM FRENTE AO N. 1006",0
"RUA AURORA CACOTE, EM FRENTE A PARADA DE ONIBUS 040076",1
"BECO DO MARROQUIM, LADO OPOSTO AO N. 52.",7
"AVENIDA CONDE DA BOA VISTA, SOB O SEMAFORO N. 027",1
"RUA PADRE CARAPUCEIRO, EM FRENTE AO N. 752",1
"PRACA DO DERBY, CRUZAMENTO DO SEMAFORO N. 075",0
"RUA FREI CANECA, LADO OPOSTO  AO POSTE N. B016482",0
"RUA DAS FLORES, EM FRENTE AO N. 129",0
"RUA EXP FRANCISCO VITORIANO, EM FRENTE AO N. 30",3
"RUA HENRIQUE DIAS, EM FRENTE AO N. 255",0
"RUA DOM MANOEL DA COSTA, EM FRENTE AO N. 595",20
"RUA CONEGO BARATA, SOB O SEMAFORO N. 062",4
"AVENIDA DOM JOAO VI, LADO OPOSTO AO N. 833, SENTIDO SUBURBIO",0
"RUA RIBEIRO DE BRITO, EM FRENTE AO N. 78",0
"RUA FREI MATIAS TEVIS, LADO OPOSTO AO CAP",1
"RUA CORREDOR DO BISPO, EM FRENTE AO N. 116",1
"AVENIDA CONSELHEIRO AGUIAR, EM FRENTE AO N. 3924",1
"RUA FREI MATIAS TEVIS, LADO OPOSTO AO HOSPITAL ALBERT SABIN",0
"R. FREI MATIAS TEVIS, LADO OPOSTO AO MULTMAGEM",0
"RUA DO RIACHUELO, LADO OPOSTO AO N. 685",2
"AVENIDA CONSELHEIRO AGUIAR, EM FRENTE AO N. 4817",1
"AVENIDA CONSELHEIRO AGUIAR, EM FRENTE AO N. 3524",2
"RUA DEAO FARIA, AO LADO AO N. 25",0
"AVENIDA CONSELHEIRO AGUIAR, EM FRENTE AO N. 3068",1
"AVENIDA GOVERNADOR AGAMENON MAGALHAES, SOB O SEMAFORO N. 417 SENTIDO BOA VIAGEM",0
"RUA FAUSTINO PORTO, AO LADO AO N. 3384",1
"RUA DOM MANOEL DA COSTA, EM FRENTE AO N. 777",30
"RUA FREI MATIAS TEVIS, LADO OPOSTO AO MULTMAGEM",0
"AVENIDA CONSELHEIRO AGUIAR, EM FRENTE AO N. 2860",1
"AVENIDA CONSELHEIRO AGUIAR, EM FRENTE AO N. 4834",50
"RUA JOSE MARIA DE MIRANDA, SOB O SEMAFORO N. 484",0
"AVENIDA CONSELHEIRO AGUIAR, EM FRENTE A PADARIA DIPLOMATA",1
"RUA MARTINS JUNIOR, EM FRENTE AO N. 48",5
"RUA MARTINS JUNIOR, LADO OPOSTO AO N. 59",7
"RUA MARTINS JUNIOR, LADO OPOSTO AO N. 79",16
"PRACA GENERAL CARLOS PINTO, AO LADO DA PRACA",9
"RUA ELVIRA CARREIRA DE OLIVEIRA, LADO OPOSTO AO N. 46",42
"AVENIDA ENGENHEIRO ANTONIO DE GOES, EM FRENTE AO N. 617",1
"RUA DA PRAIA, ESQUINA COM RUA DO PORAO. SENTIDO CAIS DA SANTA RITA.",0
"AV. MARECHAL MASCARENHAS DE MORAES, ENTRE OS Nº 2454 E 2722, SENTIDO SUBÚRBIO",67
"RUA DA PAZ, SOB O SEMAFORO N. 073",6
"RUA PADRE MUNIZ, LADO OPOSTO AO N. 268",4
"C SANTA RITA, LADO OPOSTO AO N. 281.",0
"RUA BARAO DE SOUZA LEAO, EM FRENTE AO NUMERO 1647SENTIDO UNICO",0
"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, SOB O SEMAFORO N. 338",2
"RUA ESTADO DE ISRAEL, EM FRENTE 391.",0
"AVENIDA MANOEL GONCALVES DA LUZ, EM FRENTE AO N. 514",0
"AVENIDA GENERAL MAC ARTHUR, EM FRENTE AO N. 475. SENTIDO IMBIRIBEIRA.",0
"RUA DES LULA CARDOSO AYRES ELEVADO NA INFRAERO, EM FRENTE AO PORTAO DE EMBARQUE B6",0
"AVENIDA DOM JOAO VI, EM FRENTE AO N. 214. SENTIDOSUBURBIO.",0
"AVENIDA DOM JOAO VI, AO LADO DO N. 214",0
"AVENIDA DESEMBARGADOR JOSE NEVES, EM FRENTE AO N.462. SENTIDO SUBURBIO.",0
"RUA DR NYLO DORNELLAS CAMARA, EM FRENTE AO N. 90",5
"RUA DR NYLO DORNELLAS CAMARA, AO LADO AO N. 90",2
"RUA DE APIPUCOS, EM FRENTE AO N. 435, SENTIDO CIDADE",0
"AVENIDA CONSELHEIRO AGUIAR, EM FRENTE AO N. 4777",9
"RUA BARAO DE SOUZA LEAO, AO LADO A PRACINHA DE BOA VIAGEM. SENTIDO AEROPORTO.",0
"AVENIDA CONSELHEIRO AGUIAR, AO LADO AO N. 2356",0
"AVENIDA CONSELHEIRO AGUIAR, AO LADO AO N. 1069",2
"AVENIDA MAURICIO DE NASSAU, EM FRENTE AO N. 402",0
"AVENIDA CAXANGA, EM FRENTE AO N. 1289",0
"RUA BARAO DE SOUZA LEAO, AO LADO AO SEMAFORO N. 451. SENTIDO AEROPORTO.",0
"AVENIDA MANOEL BORBA, EM FRENTE AO N. 459",1
"RUA GERVASIO PIRES, EM FRENTE AO N. 342",1
"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, EM FRENTEAO N 8229",1
"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, EM FRENTEAO N. 8229 SENTIDO SUBURBIO/CIDADE",0
"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, EM FRENTEAO N. 8227 SENTIDO CIDADE",0
"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, EM FRENTEAO N. 8227",7
"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, EM FRENTEAO N. 8229",0
"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, SOB O SEMAFORO N. 456",17
"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, SOB O SEMAFORO N. 364",14
"RUA VISCONDE DE JEQUITINHONHA, LADO OPOSTO AO N. 2432, SENTIDO SUBURBIO",1
"RUA VISCONDE DE JEQUITINHONHA, LADO OPOSTO AO N. 2432",26
"PRACA DO CAXANGA, SOB O SEMAFORO N. 609. SENTIDO SUBURBIO",0
"RUA VISCONDE DE JEQUITINHONHA, EM FRENTE AO N. 2390",18
"AVENIDA RECIFE, SOB O SEMAFORO N. 704",1
"RUA DOS PALMARES, SOB O SEMAFORO N. 526 SENTIDO SUBURBIO",0
"RUA PADRE LEMOS, EM FRENTE AO N. 58, EXTRA ATACAREJO, SENTIDO AV. NORTE MIGUEL ARRAES DE ALENCAR",0
"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, SOB AO SEMAFORO N. 095",2
"AVENIDA MARECHAL MASCARENHAS DE MORAES, EM FRENTEA LOJA FERREIRA COSTA",0
"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, SOB O SEMAFORO N. 243",4
"ESTRADA DOS REMEDIOS, EM FRENTE FEIRA LIVRE AFOGADOS",0
"RUA SIRIJI, EM FRENTE AO NUMERO 66B CASA",0
"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, EM FRENTEAO N. 6607",0
"RUA DA AURORA, SOB O SEMAFORO N. 429",1
"RUA JOAO IVO DA SILVA, SOB O SEMAFORO N. 132",2
"RUA VIDAL DE NEGREIROS, LADO OPOSTO AO N. 23",0
"RUA DO ACRE, AO LADO DO MERCADO PUBLICO DE AFOGADOS .",1
"RUA VIDAL DE NEGREIROS, AO LADO AO N. 34",8
"TRAVESSA DO FORTE, AO LADO AO N. 77",0
"AVENIDA REPUBLICA ARABE UNIDA, SOB O SEMAFORO N. 703",0
"RUA VIDAL DE NEGREIROS, LADO OPOSTO AO N. 126",1
"TRAVESSA DO FORTE, AO LADO AO N. 188",0
"RUA DA PALMA, EM FRENTE A LOJA MUNDO DOS ESPORTES",0
"AVENIDA PREFEITO ANTONIO PEREIRA, EM FRENTE AO EMBARQUE PASSAGEIRO TIP",4
"AVENIDA PREFEITO ANTONIO PEREIRA, EM FRENTE AO EMBARQUE DE PASSAGEIRO TIP",0
"AVENIDA PREFEITO ANTONIO PEREIRA, EM FRENTE AO PORTAO EMBARQUE PASSAGEIRO TIP",0
"AVENIDA CAXANGA, EM FRENTE 945",0
"RUA PADRE LEMOS, EM FRENTE AO N. 150",0
"RUA VINTE E QUATRO DE MAIO, EM FRENTE AO N. 36",5
"RUA DA PALMA, EM FRENTE AO N. 463",23
"AVENIDA DOIS RIOS, AO LADO AO N. 720",0
"RUA DAS CALCADAS, EM FRENTE AO N. 274",1
"RUA DO RANGEL, EM FRENTE AO N. 123",1
"RUA DAS CALCADAS, AO LADO AO N. 278",1
"AVENIDA PRESIDENTE DUTRA, LADO OPOSTO AO N. 451 SENTIDO SUBURBIO",22
"RUA DO RANGEL, LADO OPOSTO AO N. 99",2
"RUA DO RANGEL, EM FRENTE AO N. 165",7
"AV BEBERIBE SANTA CRUZ FUTEBOL CLUBE, EM FRENTE AO N. 4175",0
"RUA TOBIAS BARRETO, LADO OPOSTO AO N. 389",9
"RUA DA PRAIA, LADO OPOSTO AO N. 87",0
"PRC. MIGUEL DE CERVANTES, AO LADO DA EMERGENCIA PEDIATRICA DO HOSPITAL ESPERANCA",0
"RUA DA PRAIA, LADO OPOSTO AO N. 103",2
"RUA DA PRAIA, EM FRENTE 44",0
"RUA ARNALDO BASTOS, APOS O N. 90",1
"RUA ARNALDO BASTOS, EM FRENTE AO N. 20",2
"RUA ARNALDO BASTOS, EM FRENTE AO N. 76",8
"RUA ARNALDO BASTOS, EM FRENTE AO N. 56",4
"AVENIDA PRESIDENTE DUTRA, LADO OPOSTO 451",0
"RUA PADRE LEMOS, AO LADO NUMERO 26 SENTIDO AV. NORTE MIGUEL ARRAES DE ALENCAR.",0
"BECO DO MARROQUIM, LADO OPOSTO AO N. 96",2
"RUA DA CONCORDIA, LADO OPOSTO AO N. 334",12
"RUA DA CONCORDIA, EM FRENTE AO N. 311",4
"C SANTA RITA, LADO OPOSTO SESC",0
"RUA. CAPITAO JOSE DA LUZ, LADO OPOSTO 53",2
"RUA DA CONCORDIA, LADO OPOSTO AO N. 220",8
"RUA DONA BENVINDA DE FARIAS, EM FRENTE AO N. 435",0
"RUA VIDAL DE NEGREIROS, LADO OPOSTO AO N.176",0
"RUA VIDAL DE NEGREIROS, AO LADO AO N. 153",1
"RUA JEAN EMILE FAVRE, SOB O SEMAFORO N. 527",6
"RUA DAS CALCADAS, AO LADO AO N. 284",0
"RUA MARECHAL MANOEL LUIS OSORIO, AO LADO DO N. 364",3
"7 TRAVESSA PRESIDENTE DUTRA, LADO OPOSTO RESTAURANTE SAL E BRASA",0
"AVENIDA DANTAS BARRETO, EM FRENTE AO N. 115",0
"RUA DO ACRE, AO LADO DO MERCADO PUBLICO DE AFOFADOS",0
"RUA PADRE LEMOS, EM FRENTE AO N. 36",0
"RUA CAPITAO JOSE DA LUZ, LADO OPOSTO AO N. 53",1
"RUA PADRE LEMOS, EM FRENTE AO MERCADO DE CASA AMARELA ANEXO PADRE LEMOS.",1
"RUA PADRE LEMOS, EM FRENTE AO N. 94 MERCADO DE VASA AMARELA ANEXO PADRE LEMOS.",0
"RUA VIGARIO TENORIO, LADO OPOSTO AO N. 150",0
"RUA DES LULA CARDOSO AYRES ELEVADO NA INFRAERO, EM FRENTE AO PORTAO B1",14
"RUA MARIZ E BARROS, LADO OPOSTO CAFE LIBERAL",2
"AVENIDA MARQUES DE OLINDA, EM FRENTE AO N. 199",0
"RUA FRANCISCO DA CUNHA, SOB O SEMAFORO N. 551",0
"RUA MARIZ E BARROS, LADO OPOSTO AO N. 311",2
"RUA PADRE LEMOS, AO LADO DO N. 26 SENTIDO AV. NORTE MIGUEL ARRAES DE ALENCAR.",0
"RUA FELIX DE BRITO E MELO, EM FRENTE 245",0
"RUA DOS NAVEGANTES, EM FRENTE AO N. 1353",0
"RUA DONA MARIA CESAR, EM FRENTE AO N. 105",0
"AVENIDA MARQUES DE OLINDA, EM FRENTE AO N. 35",5
"RUA DONA JULIETA, AO LADO AO N. 175",0
"RUA DOS NAVEGANTES, LADO OPOSTO AO N. 435",1
"AVENIDA MARQUES DE OLINDA, EM FRENTE AO N, 35",0
"RUA SENADOR CARLOS WILSON CAMPOS INFRAERO, LADO OPOSTO PORTAO A5 AEROPORTO",0
"AVENIDA MARQUES DE OLINDA, LADO OPOSTO AO N. 136 SE",0
"RUA MARQUES DO RECIFE, LADO OPOSTO A OAB",3
"RUA PADRE LEMOS, EM FRENTE AO N. 94. MERCADO DE CASA AMARELA ANEXO PADRE LEMOS.",0
"RUA ALVARES CABRAL, LADO OPOSTO AO N. 280",12
"AVENIDA BOA VIAGEM, LADO OPOSTO AO N. 2804",0
"AVENIDA MARECHAL MASCARENHAS DE MORAES, AO LADO LOCALIZA SOB PASSARELA",0
"AVENIDA CONSELHEIRO AGUIAR, EM FRENTE AO N. 1626",0
"RUA DO SOL, EM FRENTE AOS CORREIOS.",2
"RUA ANTONIO FALCAO, EM FRENTE AO N. 815",0
"RUA PADRE LEMOS, EM FRENTE DO NUMERO 26 . SENTIDOAV. NORTE MIGUEL ARRAES DE ALENCAR.",0
"AVENIDA CAXANGA, SOB O SEMAFORO N. 274",0
"RUA PADRE LEMOS, EM FRENTE AO N. 36 SENTIDO AV.NORTE MIGUEL ARRAES DE ALENCAR.",0
"R. SENADOR JOSE HENRIQUE, LADO OPOSTO AO EMPRESARIAL CHARLES DARWIN",2
"RUA VIDAL DE NEGREIROS, LADO OPOSTO AO N. 186",0
"RUA DAS CALCADAS, EM FRENTE AO ATACADO DOS PRESENTES",2
"RUA FELIX DE BRITO E MELO, LADO OPOSTO AO N. 202",0
"RUA SENADOR CARLOS WILSON CAMPOS INFRAERO, AO LADO AO TERMINAL DE CARGAS",1
"RUA DOS NAVEGANTES, CRUZAMENTO RUA PADRE CARAPUCEIRO",0
"RUA BARAO DE CONTENDAS, LADO OPOSTO AO N. 43",0
"AVENIDA CONDE DA BOA VISTA, EM FRENTE AO NUMERO 1171 SENTIDO SUBURBIO/CIDADE",0
"RUA DES LULA CARDOSO AYRES ELEVADO NA INFRAERO, AO LADO AO PORTAO B3",2
"RUA JOSE DE ALENCAR, LADO OPOSTO AO HOSPITAL UNIMED SENTIDO UNICO",1
"RUA VIDAL DE NEGREIROS, LADO OPOSTO AO N. 40",3
"AVENIDA DOIS RIOS, EM FRENTE AO N. 930",0
"AVENIDA DOIS RIOS, EM FRENTE AO N. 929",9
"RUA BRUNO VELOSO, EM FRENTE AO N. 274",4
"RUA SANTA RITA, EM FRENTE AO N. 259",0
"C SANTA RITA, SOB O SEMAFORO N. 582, SENTIDO CIDADE.",0
"AVENIDA CAXANGA, SOB O SEMAFORO N. 265 SENTIDO SUBURBIO CIDADE",0
"RUA DO ACRE, AO LADO DO MERCADO PUBLICO NDE AFOGADOS",0
"AVENIDA HERCULANO BANDEIRA, LADO OPOSTO AO LOJAO DOS VARAIS",0
"RUA BENFICA, SOB O SEMAFORO N. 257",0
"RUA PADRE LEMOS, EM FRENTE AO N. 26 SENTIDO AV. NORTE MIGUEL ARRAES DE ALENCAR.",0
"RUA PADRE LEMOS, AO LADO DO N.94 MERCADO DE CASA AMARELA ANEXO PADRE LEMOS.",0
"RUA ELIZEU CAVALCANTE, EM FRENTE AO N. 33 SENTIDOUNICO",0
"AVENIDA DR JOSE RUFINO, EM FRENTE AO N. 605",0
"AVENIDA DR JOSE RUFINO, EM FRENTE AO N. 594",2
"AVENIDA DR JOSE RUFINO, EM FRENTE AO SEMAFORO N. 605",0
"RUA SENADOR CARLOS WILSON CAMPOS INFRAERO, LADO OPOSTO PORTAO A3 AEROPORTO",0
"AV. HERCULANO BANDEIRA, SEMAFORO 137, Faixa: 4",99
"RUA PADRE LEMOS, EM FRENTE AO N. 94 MERCADO DE CASA AMARELA ANEXO PADRE LEMOS.",11
"RUA PADRE LEMOS, EM FRENTE AO N. 94 MERCADO DE CASA AMARELA ANEXO PADRE LEMOS",8
"RUA PADRE LEMOS, AO LADO DO MERCADO DE CASA AMARELA ANEXO PADRE LEMOS",0
"RUA DES LULA CARDOSO AYRES ELEVADO NA INFRAERO, PORTAO B4 AEROPORTO",1
"RUA PADRE LEMOS, EM FRENTE AO N. 58 EXTRA ATACAREJO SENTIDO AV. NORTE MIGUEL ARRAES DE ALENCAR.",0
"RUA DA SOLEDADE, SOB O SEMAFORO N. 025",3
"RUA PADRE LEMOS, EM FRENTE AO N. 53 EXTRA ATACAREJO SENTIDO AV.NORTE MIGUEL ARRAES DE ALENCAR",0
"RUA VISCONDE DE JEQUITINHONHA, LADO OPOSTO AO N. 209",8
"RUA VISCONDE DE JEQUITINHONHA, LADO OPOSTO AO N. 226",0
"RUA TENENTE DOMINGOS DE BRITO, AO LADO AO N. 60",11
"AVENIDA VISCONDE DE ALBUQUERQUE, SOB O SEMAFORO N. 050",0
"AVENIDA MARECHAL MASCARENHAS DE MORAES, EDIFICIO MANUTENCAO AEROPORTO",0
"AVENIDA VISCONDE DE SUASSUNA, SOB O SEMAFORO N. 244",0
"AVENIDA MARECHAL MASCARENHAS DE MORAES, AO LADO LOCALIZA VEICULOS SOB PASSARELA",0
"AVENIDA HERCULANO BANDEIRA, EM FRENTE AO N. 513",0
"AVENIDA MARECHAL MASCARENHAS DE MORAES, LADO OPOSTO AO N. 1920",0
"RUA TAQUARITINGA, EM FRENTE AO N. 68",0
"AVENIDA MARECHAL MASCARENHAS DE MORAES, EM FRENTEAO N. 2391",0
"RUA TAQUARITINGA, EM FRENTE AO N. 92",0
"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, EM FRENTE AO N. 3965",0
"AVENIDA BOA VIAGEM, EM FRENTE AO N. 3114, HOTEL JANGADEIRO.",0
"RUA TENENTE DOMINGOS DE BRITO, LADO OPOSTO AO N. 730",0
"RUA ERNESTO DE PAULA SANTOS, EM FRENTE AO N. 1368",1
"RUA PADRE LEMOS, EM FRENTE AO N. 26",0
"RUA DES LULA CARDOSO AYRES ELEVADO NA INFRAERO, AO LADO EMBARQUE A4 AEROPORTO",1
"RUA CARLOS PEREIRA FALCAO, LADO OPOSTO AO N. 1145",0
